14,0.168,21.3,85,3.80E+04,0.89080558
25.6,0.478,21.3,85,6.94E+04,0.7580148
43.2,1.2,21.3,85,1.17E+05,0.66825693
12.4,0.104,21.3,83.8,3.36E+04,0.70294231
24.7,0.401,21.3,83.8,6.70E+04,0.68309355
43.2,1.19,21.3,83.8,1.17E+05,0.66268812
12.3,0.138,22.3,85.4,3.34E+04,0.9479787
25.5,0.404,22.3,85.4,6.92E+04,0.6456999
43.7,1.138,22.3,85.4,1.19E+05,0.61931144
9.44,0.056,19.7,84.2,2.56E+04,0.65309108
23.1,0.34,19.7,84.2,6.27E+04,0.66219313
42.35,0.776,19.7,84.2,1.15E+05,0.44966036
5.27,0.0195,19.1,85.3,1.43E+04,0.7296979
39.5,1.39,19.1,85.3,1.07E+05,0.92587067
42.35,0.776,19.7,84.2,1.15E+05,0.44966036
