0.032,30.7,0.1,20.6,0.2246,432,0.1720,0.1481,23.4,34.1
0.172,30.61,0.801,20.6,0.0619,2329,0.1400,0.0275,126.1,55.6
0.42,30.75,4.14,20.6,0.0542,5662,0.1356,0.0113,150.4,79.1
0.6,30.66,8.1,20.6,0.0516,8112,0.1347,0.0079,160.9,84.7
