0.765,30.82,0.108,21.6,0.0683,3816,0.0410,0.0168,39.9,75.4
2.55,30.75,0.94,21.6,0.0533,12748,0.0289,0.0050,45.7,90.6
3.75,30.88,1.885,21.6,0.0498,18668,0.0262,0.0034,47.4,93.1
