0.59,30.63,0.08,20,0.0621,3034,0.0619,0.0211,0.3,66.1
1.685,16.23,1.7,20,0.0454,16355,0.0537,0.0039,18.1,91.4
1.075,8.82,2.23,20,0.0433,19201,0.0534,0.0033,23.4,92.3
